/Volume1/AI4CODE/CodeNet/data/p02566/Python/s476955075.py,1798
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.7107995846313604,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.46009906439185466,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.45349477160154095,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.5019262520638414,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.5019262520638414,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732969965.py,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s374160629.py,0.21680672268907564,595
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s240397110.py,0.09705248023005031,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s378722439.py,0.09705248023005031,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s783393674.py,0.0791690061763054,1781
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s894836546.py,0.2310344827586207,580
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,0.07451181911613569,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,0.07451181911613569,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.07466529351184348,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.07466529351184348,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s092629333.py,0.07466529351184348,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s849956034.py,0.07552083333333337,1920
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s331488163.py,0.07451181911613569,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s278638295.py,0.09903201787043936,1343
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s109123735.py,0.09977494373593399,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s304350772.py,0.09977494373593399,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s957359186.py,0.23574144486692017,526
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s294674130.py,0.7124183006535948,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s844025653.py,0.7124183006535948,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s393061815.py,0.07621621621621621,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s179611483.py,0.07621621621621621,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s446857323.py,0.07592891760904685,1857
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s513642736.py,0.196078431372549,33
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s551151879.py,0.2222222222222222,44
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s662857607.py,0.010321178787261465,14727
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s222762834.py,0.46405228758169936,91
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s767909998.py,0.1014695591322603,1429
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s791562978.py,0.1018973998594519,1423
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s871488728.py,0.06489409643983779,2219
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.07217030114226375,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.11435941530524507,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.12274368231046928,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.09219380888290718,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.09219380888290718,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s374160629.py,595
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s240397110.py,0.3652048885693745,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s378722439.py,0.3652048885693745,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s783393674.py,0.2897248736664795,1781
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s894836546.py,0.5361344537815126,580
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,0.27338129496402874,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,0.27338129496402874,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.27291452111225545,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.27291452111225545,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s092629333.py,0.27291452111225545,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s849956034.py,0.2755208333333333,1920
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s331488163.py,0.2723535457348407,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s278638295.py,0.3559195830230827,1343
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s109123735.py,0.3548387096774194,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s304350772.py,0.3548387096774194,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s957359186.py,0.5596638655462185,526
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s294674130.py,0.2184873949579832,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s844025653.py,0.2184873949579832,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s393061815.py,0.2810810810810811,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s179611483.py,0.2810810810810811,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s446857323.py,0.28109854604200324,1857
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s513642736.py,0.05210084033613449,33
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s551151879.py,0.0672268907563025,44
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s662857607.py,0.03972295783255242,14727
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s222762834.py,0.13949579831932768,91
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s767909998.py,0.3414975507347796,1429
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s791562978.py,0.3443429374560787,1423
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s871488728.py,0.24245155475439384,2219
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.27310488058151605,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.4032674118658641,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.41967509025270755,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.33512786002691786,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.33512786002691786,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s240397110.py,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s378722439.py,1.0,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s783393674.py,0.5204941044357103,1781
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s894836546.py,0.33069734004313445,580
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,0.4969167523124358,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,0.4969167523124358,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.49588053553038103,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.49639546858908346,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s092629333.py,0.49639546858908346,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s849956034.py,0.5005208333333333,1920
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s331488163.py,0.4943473792394656,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s278638295.py,0.8936017253774263,1343
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s109123735.py,0.895039539899353,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s304350772.py,0.895039539899353,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s957359186.py,0.3457943925233645,526
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s294674130.py,0.10064701653486696,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s844025653.py,0.10064701653486696,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s393061815.py,0.5037837837837837,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s179611483.py,0.5037837837837837,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s446857323.py,0.501884760366182,1857
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s513642736.py,0.02084831056793679,33
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s551151879.py,0.02875629043853345,44
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s662857607.py,0.08705099477150813,14727
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s222762834.py,0.05966930265995685,91
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s767909998.py,0.48635409377186845,1429
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s791562978.py,0.48699929725931135,1423
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s871488728.py,0.43217665615141954,2219
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.48857736240913807,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.5348670021567218,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.5319913731128685,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.4724091520861373,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.4724091520861373,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s378722439.py,1391
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s783393674.py,0.5204941044357103,1781
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s894836546.py,0.33069734004313445,580
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,0.4969167523124358,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,0.4969167523124358,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.49588053553038103,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.49639546858908346,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s092629333.py,0.49639546858908346,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s849956034.py,0.5005208333333333,1920
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s331488163.py,0.4943473792394656,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s278638295.py,0.8936017253774263,1343
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s109123735.py,0.895039539899353,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s304350772.py,0.895039539899353,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s957359186.py,0.3457943925233645,526
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s294674130.py,0.10064701653486696,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s844025653.py,0.10064701653486696,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s393061815.py,0.5037837837837837,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s179611483.py,0.5037837837837837,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s446857323.py,0.501884760366182,1857
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s513642736.py,0.02084831056793679,33
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s551151879.py,0.02875629043853345,44
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s662857607.py,0.08705099477150813,14727
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s222762834.py,0.05966930265995685,91
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s767909998.py,0.48635409377186845,1429
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s791562978.py,0.48699929725931135,1423
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s871488728.py,0.43217665615141954,2219
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.48857736240913807,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.5348670021567218,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.5319913731128685,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.4724091520861373,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.4724091520861373,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s783393674.py,1781
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s894836546.py,0.2672655811341943,580
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,0.8715313463514902,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,0.8715313463514902,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.8640576725025747,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.8614830072090628,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s092629333.py,0.8614830072090628,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s849956034.py,0.8380208333333333,1920
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s331488163.py,0.8273381294964028,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s278638295.py,0.4750140370578326,1343
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s109123735.py,0.47613700168444695,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s304350772.py,0.47613700168444695,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s957359186.py,0.27344188658057267,526
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s294674130.py,0.0791690061763054,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s844025653.py,0.0791690061763054,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s393061815.py,0.8264864864864865,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s179611483.py,0.8264864864864865,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s446857323.py,0.8228325255788906,1857
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s513642736.py,0.017405951712521017,33
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s551151879.py,0.0235822571588995,44
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s662857607.py,0.11176750186731854,14727
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s222762834.py,0.047164514317799,91
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s767909998.py,0.5777653003930376,1429
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s791562978.py,0.5777653003930376,1423
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s871488728.py,0.5853988283010365,2219
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.620976116303219,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.4744525547445255,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.4654688377316114,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.4974733295901179,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.4974733295901179,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s894836546.py,580
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,0.24974306269270297,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,0.24974306269270297,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.2502574665293512,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.2502574665293512,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s092629333.py,0.2502574665293512,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s849956034.py,0.25260416666666663,1920
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s331488163.py,0.24974306269270297,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s278638295.py,0.33953834698436336,1343
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s109123735.py,0.33983495873968494,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s304350772.py,0.33983495873968494,1333
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s957359186.py,0.5120689655172415,526
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s294674130.py,0.22413793103448276,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s844025653.py,0.22413793103448276,153
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s393061815.py,0.26,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s179611483.py,0.26,1850
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s446857323.py,0.25848142164781907,1857
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s513642736.py,0.05344827586206902,33
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s551151879.py,0.07068965517241377,44
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s662857607.py,0.038297005500101844,14727
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s222762834.py,0.1448275862068965,91
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s767909998.py,0.3428971308607418,1429
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s791562978.py,0.3450456781447646,1423
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s871488728.py,0.22577737719693558,2219
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s507761241.py,0.2507788161993769,1926
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s555319235.py,0.3740326741186586,1163
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s385017652.py,0.3772563176895307,1108
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s732689903.py,0.31022880215343207,1486
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s516172007.py,0.31022880215343207,1486

/Volume1/AI4CODE/CodeNet/data/p02566/Python/s657840635.py,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s722233151.py,1.0,1946
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s947792663.py,0.9928057553956835,1942
/Volume1/AI4CODE/CodeNet/data/p02566/Python/s023832340.py,0.9902363823227133,1942
